adNumber,price,city,adType,model,subModel,productionDate,km,hand,createdAt,updatedAt,rebouncedAt,listingType,number_of_years,km_per_year,description,link,make,hp
84885684,68000,בית יצחק שער חפר,private,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2018-10-01,150000,1,2025-02-25,2025-03-27,2025-03-27,private,6.485968514715948,23126.85,"הרכב שמור במצב מצויין, יד 1 , מעט קמ, ללא תאונות, מטופל רק במורשה , 4 מצלמות היקפיות/מצלמת דרך/וו גרירה ברשיון/מגני דלתות/שטיחי גומי כולל בתא המטען",https://www.yad2.co.il/vehicles/item/o0r1r194,דאצ'יה,109
45865290,55000,כפר סבא,private,דאסטר,4X4 Laureate ידני דיזל 1.5 (109 כ״ס),2019-02-01,208000,1,2024-07-13,2025-03-27,2025-03-27,private,6.1492128678987,33825.47,"4x4 ידנית , מיגון תחתון מלא ,4 בולמים חדשים של מונרו , הסטוריית טיפולים מלאה במורשה, טסט עד 5/25",https://www.yad2.co.il/vehicles/item/8zj9htc8,דאצ'יה,109
87605431,105111,נצרת עילית / נוף הגליל,private,דאסטר,Prestige אוט׳ 1.3 (150 כ״ס) [2022-2025],2023-02-01,28000,1,2024-09-17,2025-03-26,2025-03-26,private,2.1492128678986995,13028.03,28.000  קיימ  כמו חדש    108.000 ¤  שווה  במכון לא להוריד הנילונים חוסכים הרבה  ¤¤¤¤,https://www.yad2.co.il/vehicles/item/cv2mwb56,דאצ'יה,150
41134951,72000,כרמיאל,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2021-06-01,46000,2,2025-03-10,2025-03-26,2025-03-26,private,3.8193018480492813,12044.09,"רכב שמור בקנאות, במצב חדש!!
עם תוספת של מדרגות צד, פסי הגנה על הדלתות, ספויילר מאחורה, מגני רוח, ג'אנטים מגנזיום מקוריים, מערכת moovon- עם מצלמת דרך מובנית, מערכת מולטימדיה תומכת קאר פליי ואנדרואיד אוטו, פנסי ערפל עוקבי פניה ועוד.

גמיש במחיר",https://www.yad2.co.il/vehicles/item/9ss6qpa2,דאצ'יה,131
62961663,74520,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,60843,1,2025-03-24,2025-03-27,2025-03-27,solo,3.2334017796030117,18817.02,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/q15crd4h,דאצ'יה,131
72355898,102500,,commercial,דאסטר,4X2 Expression ידני בנזין 1.3 (131 כ״ס),2023-07-01,11000,1,2025-01-24,2025-03-27,2025-03-27,platinum,1.7385352498288844,6327.17,Array,https://www.yad2.co.il/vehicles/item/g8btlmkv,דאצ'יה,131
71754212,49900,נתניה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2019-09-01,162000,2,2025-01-27,2025-03-27,2025-03-27,platinum,5.568788501026694,29090.71,רכב שמור ביותר!!ללא תאונות בכלל!! התחייבות בבדיקה מנוע גיר שילדה!!אחריות חצי שנה!!ספר טיפולים מסודר במוסך היבואן!!הכל תקין ועובד!!4*4 אמין וחזק!!מולטימדיה מצלמת רוורס וו גרירה ועוד..!!אפשרות מימון עד 100% וטריידאין!!כתובתנו אוטוטסט נתניה מכון בדיקה לרכב לפני קניה מורשה משרד התחבורה דוד פנקס 35 נתניה.,https://www.yad2.co.il/vehicles/item/jo8n4lly,דאצ'יה,131
44362813,65000,כרמיאל,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2021-11-01,140000,1,2025-03-06,2025-03-27,2025-03-27,platinum,3.40041067761807,41171.5,"הרכב שתפס תאוצה בשוק הישראלי ובמחיר אטרקטיבי שעונה לכל כיס.
רכב שמור ומטופל וניראה כחדש.
התחייבות לטרייד אין עתידי. התחייבות בבדיקה. מגוון אפשרויות מימון של עד 100% מימון.",https://www.yad2.co.il/vehicles/item/ub6qvi11,דאצ'יה,150
71754212,49900,נתניה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2019-09-01,162000,2,2025-01-27,2025-03-27,2025-03-27,commercial,5.568788501026694,29090.71,רכב שמור ביותר!!ללא תאונות בכלל!! התחייבות בבדיקה מנוע גיר שילדה!!אחריות חצי שנה!!ספר טיפולים מסודר במוסך היבואן!!הכל תקין ועובד!!4*4 אמין וחזק!!מולטימדיה מצלמת רוורס וו גרירה ועוד..!!אפשרות מימון עד 100% וטריידאין!!כתובתנו אוטוטסט נתניה מכון בדיקה לרכב לפני קניה מורשה משרד התחבורה דוד פנקס 35 נתניה.,https://www.yad2.co.il/vehicles/item/jo8n4lly,דאצ'יה,131
43408044,63000,יפעת,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-06-01,146000,1,2025-02-12,2025-03-27,2025-03-27,commercial,3.8193018480492813,38226.88,"במצב מצויין 
יד ראשונה פרטית
נקי מתאונות 
טורבו דיזל ידני וחסכוני 
",https://www.yad2.co.il/vehicles/item/k2ooaxoi,דאצ'יה,116
51662756,0,עפולה,commercial,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2018-09-01,201422,2,2025-02-02,2025-03-27,2025-03-27,commercial,6.568104038329911,30666.69,"רכב שמור מאוד הדגם המפואר 
במצב מכני וחיצוני מעולים!!
נוסע כחדש רכב אמין נוח חסכוני ומרווח
אפשרות טרייד אין ותנאי מימון עד 100%",https://www.yad2.co.il/vehicles/item/fw64aelz,דאצ'יה,109
61486085,76755,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-02-01,44132,1,2025-02-13,2025-03-27,2025-03-27,commercial,3.1485284052019167,14016.71,"טרייד מוביל. הטרייד אין הרשמי של יבואני הרכב , מגוון רחב של מכוניות מיד פרטית ראשונה , אפשרויות טרייד אין ומימון לרכישת רכב.",https://www.yad2.co.il/vehicles/item/2c6s7qeo,דאצ'יה,131
61204181,72000,נתניה,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2022-01-01,94025,1,2025-02-26,2025-03-27,2025-03-27,commercial,3.2334017796030117,29079.28,"יד 00 ישירות מהליסינג של חן חסון רק 94 אלף ק""מ 
גיר אוטומט מנוע בנזין אמין מאוד וחסכוני מאוד 
היסטוריה טיפולים מלאה אחרי טיפול 90 אלף 
טסט לשנה 
אפשרות 100% מימון עד 100 תשלומים 
אפשרות לטרייד אין 
שכטרמן 1 נתניה",https://www.yad2.co.il/vehicles/item/ldqyil6a,דאצ'יה,150
44412186,36000,באר שבע,commercial,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2018-02-01,204000,2,2025-03-18,2025-03-27,2025-03-27,commercial,7.148528405201916,28537.34,"מציאה!!!
דאסטר דיזל אוטומט במחיר מעולה
מימון בתנאים נוחים
פריסבי באר שבע סניף מכתשים, רחוב הסדנא 1
שעות פעילות 8:30-18:00
ערן",https://www.yad2.co.il/vehicles/item/m1oxy18r,דאצ'יה,109
77944666,45000,לוד,commercial,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2018-03-01,200000,2,2025-03-20,2025-03-27,2025-03-27,commercial,7.0718685831622174,28281.07,"דאצ'יה, דאסטר, בצבע לבן שנהב, שנת 2018, 200000 ק""מ",https://www.yad2.co.il/vehicles/item/ehy95dg5,דאצ'יה,109
53437823,82200,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-07-01,71000,1,2025-02-13,2025-03-27,2025-03-27,commercial,2.737850787132101,25932.75,Array,https://www.yad2.co.il/vehicles/item/fy0l888j,דאצ'יה,131
74572331,74900,אבן יהודה,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2021-11-01,56000,1,2025-03-18,2025-03-27,2025-03-27,commercial,3.40041067761807,16468.6,"שמורה מאוד!!!! חיישני רברס , מולטימדיה , מצלמת רברס , גלגלי מגנזיום , אפשרות מימון עד 100% ללא מקדמה בתשלומים נוחים , ניתן לשלם גם בכרטיס אשראי , בנוסף ניתן לבצע החלפה/טרייד אין.",https://www.yad2.co.il/vehicles/item/aytzkjnj,דאצ'יה,150
55387965,62500,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2019-2022],2020-02-01,122500,1,2025-02-04,2025-03-27,2025-03-27,commercial,5.149897330595483,23786.88,Array,https://www.yad2.co.il/vehicles/item/93dvncnh,דאצ'יה,131
65202853,69990,חיפה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2020-01-01,159000,1,2025-02-09,2025-03-27,2025-03-27,commercial,5.234770704996578,30373.82,"אפשרות טרייד אין ומימון.

מאיר זורע 1, חיפה.
וויז: רכב חיפה - סניף חוף כרמל.

דרך ההגנה 26, חיפה.
וויז: טרייד אין רכב חיפה.",https://www.yad2.co.il/vehicles/item/x5a6wsqf,דאצ'יה,131
72355898,102500,,commercial,דאסטר,4X2 Expression ידני בנזין 1.3 (131 כ״ס),2023-07-01,11000,1,2025-01-24,2025-03-27,2025-03-27,commercial,1.7385352498288844,6327.17,Array,https://www.yad2.co.il/vehicles/item/g8btlmkv,דאצ'יה,131
84139277,58900,נתניה,commercial,דאסטר,4X4 Laureate ידני דיזל 1.5 (116 כ״ס),2020-06-01,166000,1,2025-02-16,2025-03-27,2025-03-27,commercial,4.818617385352498,34449.72,יד ראשונה 4+4  דיזל שמורה מאוד ומטופלת כחדשה ג'יפון חזק אמין וחסכוני מאוד + היסטוריה טיפולי מסודרת אפשרות מימון עד 100% התחייבות מלאה בבדיקה פלוס החלפה מחיר סופי,https://www.yad2.co.il/vehicles/item/zov0m1vn,דאצ'יה,116
34076401,68750,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-07-01,53850,1,2025-01-25,2025-03-27,2025-03-27,commercial,2.737850787132101,19668.71,"טרייד מוביל. הטרייד אין הרשמי של יבואני הרכב , מגוון רחב של מכוניות מיד פרטית ראשונה , אפשרויות טרייד אין ומימון לרכישת רכב.",https://www.yad2.co.il/vehicles/item/ih04biu3,דאצ'יה,131
61063471,44999,חיפה,commercial,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2017-09-01,235000,2,2025-03-16,2025-03-27,2025-03-27,commercial,7.567419575633128,31054.18,"דאציה דאסטר  דגם פרסטיג מנוע 1500 סמק טורבו דיזל החזק והמבוקש המפיק 109 כס גיר אוטומט  הנעה 4/2 הרכב שמור מאוד ללא תאונות מטופל בזמן ותוספות רבות רכב סופר אמין וחסכוני מאוד צריכת דלק 1/20 התחייבות מלאה בבדיקה מחיר נדרש רק 44,999 שח עד 100% מימון ועד 60 תשלומים בהוראת קבע מגיל 18 טרייד אין לכל סוגי הרכב התחייבות לטרייד אין עתידי שדרות ההסתדרות 70 חיפה חפשו אותנו בפייסבוק באתר ובוויז mbmotors",https://www.yad2.co.il/vehicles/item/3fcm8eg3,דאצ'יה,109
57983060,72790,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-07-01,65000,1,2025-01-24,2025-03-27,2025-03-27,commercial,2.737850787132101,23741.25,"טרייד מוביל. הטרייד אין הרשמי של יבואני הרכב , מגוון רחב של מכוניות מיד פרטית ראשונה , אפשרויות טרייד אין ומימון לרכישת רכב.",https://www.yad2.co.il/vehicles/item/mvzo6kxv,דאצ'יה,131
81519735,74900,חולון,commercial,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2021-11-01,100000,1,2025-03-20,2025-03-27,2025-03-27,commercial,3.40041067761807,29408.21,"רכב במצב מצויין שמור ומטופל בזמן. 
תנאי מימון נוחים עד כ100%, התחייבות בבדיקת מנוע, גיר ושילדה. 
אפשרות החלפה וטרייד אחן על הרכב הישן ועוד מגוון מסלולי קנייה נוחים..
גלגלי מגנזיום, מפתח חכם, פנסי ערפל, פנסי חזית לד, וו גרירה, שליטה מלאה מההגה ועוד..
המלאכה 9 חולון",https://www.yad2.co.il/vehicles/item/bd5jwecb,דאצ'יה,150
97239785,73705,,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-06-01,110625,1,2024-12-10,2025-03-27,2025-03-27,commercial,3.8193018480492813,28964.72,"טרייד מוביל. הטרייד אין הרשמי של יבואני הרכב , מגוון רחב של מכוניות מיד פרטית ראשונה , אפשרויות טרייד אין ומימון לרכישת רכב.",https://www.yad2.co.il/vehicles/item/bcg8qpbe,דאצ'יה,116
99630712,0,חדרה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2021-01-01,156000,1,2024-09-02,2025-03-27,2025-03-27,commercial,4.232717316906228,36855.76,"דאצ'יה דאסטר שנת  2021
אפשרות למימון :
* החל מ: 645X60 ש""ח לחודש  בהלוואת בלון
* החל מ: 875X84 ש""ח לחודש ללא בלון
* החל מ :1134X60 ש""ח לחודש ללא בלון
* ללא מקדמה !!!
* יד 1 מליסינג פרטי
* 1.3 סמ""ק   טורבו בנזין
* ידני
* התחייבות להחלפה עתידית בכל זמן
* מימון עד 100% עד 100 תשלומים ,ללא מזומן ,ללא תאונות
התחייבות לבדיקה,ספר טיפולים ועוד מבחר של עשרות רכבים
מדגמים שונים",https://www.yad2.co.il/vehicles/item/0eb6yl0c,דאצ'יה,131
62961663,74520,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,60843,1,2025-03-24,2025-03-27,2025-03-27,commercial,3.2334017796030117,18817.02,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/q15crd4h,דאצ'יה,131
79653264,22500,גן יבנה,private,דאסטר,4X2 Laureate ידני דיזל 1.5 (109 כ״ס),2015-09-01,250000,2,2025-02-24,2025-03-26,2025-03-26,private,9.568788501026694,26126.61,"רכב טוב, תקין, טסט בזמן.
 וו/תפוח גרירה ברישיון הרכב, מרכב פנאי שטח (מופיע ברישיון). 
כדאי גם במחיר ",https://www.yad2.co.il/vehicles/item/mdrvb9br,דאצ'יה,109
73571323,61900,עכו,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2019-2022],2020-03-01,111000,2,2025-03-24,2025-03-26,2025-03-26,private,5.070499657768652,21891.33,"רכב שמור , מטופל לפי הוראות יצרן, טסט שנה מלאה.
מולטימדיה, חיישנים ומצלמת רוורס ומצלמת דרך עם התראת שכחת ילדים.",https://www.yad2.co.il/vehicles/item/de377mpz,דאצ'יה,131
55453604,54000,בית חורון,private,דאסטר,4X4 Laureate ידני דיזל 1.5 (109 כ״ס),2019-02-01,240000,1,2025-02-06,2025-03-26,2025-03-26,private,6.1492128678987,39029.39,"דאסטר דיזל ידני 4.4 
יד שנייה
טסט לשנה 
צמיגים 50 50 
240000 קמ 
היסטורית טיפולים",https://www.yad2.co.il/vehicles/item/z5mqo0c4,דאצ'יה,109
75651730,68000,הושעיה,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2021-04-01,71000,2,2025-03-26,2025-03-27,2025-03-26,private,3.9863107460643397,17810.95,"רכב אמין מרווח מאוד
מטופל שמור מאוד 
גיר ידני 
רכב שני בבית
מלא תוספות מדרגות צד מיני רוח ידיות ניקל כיסוי רכב נגד שמש הכל...",https://www.yad2.co.il/vehicles/item/xcykxwyg,דאצ'יה,131
56484088,29900,מודיעין מכבים רעות,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2017-11-01,312000,2,2024-12-21,2025-03-26,2025-03-26,private,7.40041067761807,42159.82,"רכב שמור מאוד עם נהג יחיד קבוע! 
הרכב נמכר בגלל חוסר שימוש.
האוטו תמיד מטופל בזמן, עבר עכשיו טיפול 15,000 ק""מ וטסט לשנה מלאה. 
גמיש במחיר אבל לא בלרינה
לרציניים בלבד!!!",https://www.yad2.co.il/vehicles/item/srt336lp,דאצ'יה,109
84715587,63200,חדרה,private,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2020-01-01,140000,1,2025-03-02,2025-03-26,2025-03-26,private,5.234770704996578,26744.25,שמור מיגון תחתון צמיגים 50 50,https://www.yad2.co.il/vehicles/item/9bxjopsh,דאצ'יה,131
68152456,70000,גבעת זאב,private,דאסטר,4X4 Prestige ידני בנזין 1.3 (150 כ״ס) [2019-2021],2020-12-01,113000,1,2025-03-26,2025-03-27,2025-03-26,private,4.317590691307323,26172.0,מנוע הוחלף ב62000 קמ. על חשבון האחריות של החברה,https://www.yad2.co.il/vehicles/item/g2ly6z3o,דאצ'יה,150
86189200,64000,ראש העין,private,דאסטר,4X4 Laureate ידני דיזל 1.5 (109 כ״ס),2019-07-01,180000,1,2025-02-19,2025-03-26,2025-03-26,private,5.738535249828884,31366.89,"רכב שמור מטופל בזמן עם מיגון מלא ,הגבהה  ברישיון וו גרירה",https://www.yad2.co.il/vehicles/item/fqj3b5um,דאצ'יה,109
41470460,86999,פתח תקווה,private,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2021-11-01,41500,1,2025-02-25,2025-03-26,2025-03-26,private,3.40041067761807,12204.41,"הדגם המפואר, כולל כל התוספות: חישוקי מגנזיום 17 אינצ', מפתח חכם והנעה ללא מפתח, שמשות אחוריות כהות, משטח גומי לבגאז', מצלמת רוורס, חיישני חניה ועוד. בנוסף, הכנה מלאה (כל החיווט) לסאב ולמגבר ומצבר סטארט-סטופ חדש מהניילונים. לא ראה שטח מימיו. חונה בחניון מקורה בלבד. מטופל במוסך מורשה בלבד כמו שעון שוויצרי. ללא תאונות. קילומטראז' נמוך מאד (כ40,000 ק""מ). נהג יחיד. טסט עד 11/2025. לקנות ולנסוע - מציאה.",https://www.yad2.co.il/vehicles/item/nkq845rk,דאצ'יה,150
58603552,77000,נתניה,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2021-10-01,42000,1,2025-03-21,2025-03-26,2025-03-26,private,3.485284052019165,12050.67,"שנת 2021 (חודש 10) 00 בעלים פרטי מהחברה. 
ידני בנזין , 2x4.
רכב במצב חדש עם אחריות יבואן לעוד שנה וחצי.
נהג יחיד , חונה בחנייה מקורה,  קילומטר נמוך , ריפודים מקוריים חדשים.
שטיחי גומי בכל הרכב + וו גרירה + מולטימדיה + ח'ח +סטייה מנתיב + בקרת ילדים ועוד.
חסכוני ביותר , מטופל במוסך מורשה דאציה.
נא לא להתקשר סתם! אם לא זמין נא לשלוח וואצאפ.",https://www.yad2.co.il/vehicles/item/xmg5huup,דאצ'יה,131
66222618,90000,חורפיש,private,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2022-02-01,32000,1,2025-02-19,2025-03-26,2025-03-26,private,3.1485284052019167,10163.48,"יד 00 , מטופל בחברה  ק""מ 32000 מתחת לממוצע .
חשוב לציין שהרכב לא ראה שטח לא ראה עבודה חונה בחניה מוצלת .מטופל רק בחברה 
מאבזר בוו גרירה ,חלונות שחורים ,גלגלי מגנזיום מהסוכנות ,מערכת מולטימדיה . 
מתחייב על כל הרכב ,
לבוא לקנות ולנסוע",https://www.yad2.co.il/vehicles/item/6xwgvnj0,דאצ'יה,150
57636346,18600,אשדוד,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2018-12-01,294000,1,2025-03-26,2025-03-27,2025-03-26,private,6.31895961670089,46526.65,"בס""ד היה מונית בבעלותי והפכתי אותו לרכב פרטי ,השקעתי גיר חדש וטורבו חדש ועוד .
הרכב צריך השקעה קטנה ",https://www.yad2.co.il/vehicles/item/tqv9nlon,דאצ'יה,109
82490900,34650,ירושלים,private,דאסטר,4X2 Prestige ידני בנזין 1.2 (125 כ״ס),2015-05-01,53500,1,2025-03-17,2025-03-26,2025-03-26,private,9.905544147843942,5401.02,"רכב שמור במצב מכני מעולה עם תוספת גגון, מדרגות ומצלמת דרך.
לרציניים בלבד",https://www.yad2.co.il/vehicles/item/29mnjldp,דאצ'יה,125
81268791,70000,חדרה,private,דאסטר,4X4 Laureate ידני דיזל 1.5 (114 כ״ס),2021-01-01,122000,2,2025-02-04,2025-03-26,2025-03-26,private,4.232717316906228,28823.09,"דאצ'יה, דאסטר, בצבע לבן, שנת 2021, 122000 ק""מ
4x4 
צמיגי מקסיס חדשים",https://www.yad2.co.il/vehicles/item/123re4q3,דאצ'יה,114
57018938,69000,חדרה,private,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2022-01-01,107000,2,2025-01-01,2025-03-25,2025-03-25,private,3.2334017796030117,33092.08,"רכב שמור ונוח, הדגם המפואר עם מסך מולטימדיה,גלגלי מגנזיום ,מצלמות הקפיות וכל הפינוקים
עם טסט עד ינואר 2026, לאחר טיפול גדול, מצבר חדש, 2 צמיגים חדשים, ואחריות למנוע וגיר עד 1/2026",https://www.yad2.co.il/vehicles/item/i4vgrafr,דאצ'יה,150
44293079,70000,בני ברק,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-09-01,27000,1,2025-03-25,2025-03-26,2025-03-25,private,2.568104038329911,10513.59,"טסט עד 09/25
אחריות יצרן עד 09/27",https://www.yad2.co.il/vehicles/item/87arxtru,דאצ'יה,131
48185499,38000,ראשון לציון,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2019-2022],2019-09-01,78000,2,2025-03-25,2025-03-26,2025-03-25,private,5.568788501026694,14006.64,"ללא תאונות
מנוע תקול
גמיש",https://www.yad2.co.il/vehicles/item/1bykmhy0,דאצ'יה,131
68636582,77000,רחובות,private,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2021-11-01,93800,2,2025-02-23,2025-03-25,2025-03-25,private,3.40041067761807,27584.9,"מחירון לוי יצחק 88,620 ש""ח . רכב מפנק, הדגם המשוכלל. עליה לכביש 11/2021
שמור ומטופל, מצבר חדש",https://www.yad2.co.il/vehicles/item/1u4sim38,דאצ'יה,150
81703011,82575,קרית מוצקין,private,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2022-07-01,85000,1,2025-03-25,2025-03-26,2025-03-25,private,2.737850787132101,31046.25,"רכב מעולה ללא מוסך רק טיפולים
גמיש במחיר",https://www.yad2.co.il/vehicles/item/37y681nv,דאצ'יה,116
61813102,72000,עפולה,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2019-04-01,62000,2,2025-03-21,2025-03-26,2025-03-25,private,5.987679671457905,10354.6,"רכב במצב חדש שמור מאוד ומטופל בזמן,טסט לשנה שלמה, מנוע דיזל המוצלח, ק""מ נמוך, נהג יחיד, מצבר חדש,  מצלמת דרך.",https://www.yad2.co.il/vehicles/item/3w4bqeuz,דאצ'יה,109
71754212,49900,נתניה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2019-09-01,162000,2,2025-01-27,2025-03-27,2025-03-27,solo,5.568788501026694,29090.71,רכב שמור ביותר!!ללא תאונות בכלל!! התחייבות בבדיקה מנוע גיר שילדה!!אחריות חצי שנה!!ספר טיפולים מסודר במוסך היבואן!!הכל תקין ועובד!!4*4 אמין וחזק!!מולטימדיה מצלמת רוורס וו גרירה ועוד..!!אפשרות מימון עד 100% וטריידאין!!כתובתנו אוטוטסט נתניה מכון בדיקה לרכב לפני קניה מורשה משרד התחבורה דוד פנקס 35 נתניה.,https://www.yad2.co.il/vehicles/item/jo8n4lly,דאצ'יה,131
73353748,74900,אבן יהודה,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2021-11-01,56000,1,2025-03-18,2025-03-27,2025-03-27,platinum,3.40041067761807,16468.6,"שמורה מאוד!!!! חיישני רברס , מולטימדיה , מצלמת רברס , גלגלי מגנזיום , אפשרות מימון עד 100% ללא מקדמה בתשלומים נוחים , ניתן לשלם גם בכרטיס אשראי , בנוסף ניתן לבצע החלפה/טרייד אין.",https://www.yad2.co.il/vehicles/item/r1f6qxe4,דאצ'יה,150
53242231,0,עפולה,commercial,דאסטר,4X4 Laureate ידני דיזל 1.5 (109 כ״ס),2019-01-01,155000,1,2025-01-29,2025-03-27,2025-03-27,platinum,6.234086242299795,24863.31,"בלו סקאי חברת הרכב מהמובילות בישראל בפריסה ארצית, בחברתנו תמצאו מגוון גדול של רכבים חדשים ומשומשים אפשרויות מימון עד 100%
בנוסף עסקת ליסינג חשבונית מס מוכרת חודשית אפשרות טרייד אין לכל סוגי הרכבים אחריות ושקיפות מלאה 
כתבותינו בוויז: הבנים 33 עפולה",https://www.yad2.co.il/vehicles/item/4v8t5bnk,דאצ'יה,109
84877410,32000,עפולה,commercial,דאסטר,4X4 Prestige ידני בנזין 1.2 (125 כ״ס),2016-03-01,140000,2,2024-09-11,2025-03-27,2025-03-27,platinum,9.070499657768652,15434.65,רכב מצוין אמין חזק חסכוני ידני התחייבות בבדיקה אפשרות טרייד אין ומימון עד 100%,https://www.yad2.co.il/vehicles/item/x8a30bki,דאצ'יה,125
65162232,49000,עפולה,commercial,דאסטר,4X4 Laureate ידני בנזין 1.3 (131 כ״ס),2021-07-01,221000,1,2024-08-04,2025-03-27,2025-03-27,commercial,3.7371663244353184,59135.71,רכב במצב מצוין.שמור מאוד.תקין לחלוטין.ללא תאונות.אמין וחסכוני.מטופל במוסך מורשה.אחריות למימון מלא.,https://www.yad2.co.il/vehicles/item/tlhbp8qh,דאצ'יה,131
81058297,74520,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,68258,1,2025-03-24,2025-03-27,2025-03-27,commercial,3.2334017796030117,21110.27,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/ugh4dh8r,דאצ'יה,131
66009602,74900,הרצליה,commercial,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2022-02-01,95000,1,2025-02-03,2025-03-27,2025-03-27,commercial,3.1485284052019167,30172.83, ראשונה 00  דגם מפואר עם כל תוספות טסט לשנה  4 צמיגים חדשים  לאחר טיפול . מטופל  מוסך מורשה  הרצליה ללא תאונות   פנים חוץ כמו חדש מפדנט רוסי.,https://www.yad2.co.il/vehicles/item/fo3pnsrg,דאצ'יה,150
78329768,74520,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,64257,1,2025-03-21,2025-03-27,2025-03-27,commercial,3.2334017796030117,19872.88,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/kmek3lvl,דאצ'יה,131
69419524,37900,חולון,commercial,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2018-02-01,190000,2,2024-11-17,2025-03-27,2025-03-27,commercial,7.148528405201916,26578.9,"רכב במצב מצויין שמור ומטופל הדגם המפואר 
ללא תאונות אוטומט דיזל חסכוני מאוד ואמין 
מבחר של רכבים דאציות 
מבחר של מסחריות טנדרים ומשאיות 
אפשרות למימון עד 100% ועד 84 תשלומים ",https://www.yad2.co.il/vehicles/item/saa6j5hh,דאצ'יה,109
